Article_ID,Text
Conoco Phillips_2170,"We are a member of the Permian Strategic Partnership   (PSP), a coalition of 16 energy companies working to address  current and future challenges associated with oil and gas  development. In 2021, we also partnered with Permian  Basin Regional Planning Commission (PBRPC) and other  local charities to support local health, safety and education  initiatives.2021 marked ConocoPhillips China's 15th year of commitment to the Light and Love School. The school provides equal access to education for underprivileged children by focusing on  academic and cognitive development. Photography by ZHOU Kun ConocoPhillips Sustainability Report 2021 124 Working with Communities Social Health initiatives:   ŰLaunched the Texas Tech Family Residency Initiative  expanding Texas Tech University Health Sciences Center  Family Medicine & Mental Health Fellowship Residency  to address the shortage of health care workers in the  Permian Basin. Collaborated with West Texas Counseling &  Guidance to expand mental health services in the Permian  Basin, specifically Lea and Eddy counties, New Mexico."
Conoco Phillips_2175,"ŰDonated masks, gloves and other personal protective  equipment to Manor Park, a continuing care retirement  community in Midland, to help protect residents during  the COVID-19 pandemic. ŰLaunched the Texas Tech Physician Assistant Program  Initiative to expand Midland teaching and lab facilities,  increase student capacity, rotate students among rural  Permian hospitals and encourage medical careers. Safety initiatives:   ŰPartnered with the Permian Basin Regional Planning  Commission (PBRPC) to improve road safety and reduce  the number of traffic-related injuries and deaths in the  Permian Basin by funding a 10-year cell tower lease  agreement project in Orla, Texas. ConocoPhillips provided  $123,000 for constructing the tower, which will support  the PBRPC’s 9-1-1 Emergency Department and bring radio  operability to first responders in the rural Delaware Basin. ŰPartnered with the Permian Road Safety Coalition (PRSC)  to provide emergency first responders in 22 counties in  Texas and New Mexico with life-saving equipment kits."
Conoco Phillips_2180,ŰFunded the construction of a new building for the  Northeast Midland Volunteer Fire Department to better  serve the surrounding Midland areas. ŰProvided funding for life-saving ballistic vests for officers  of the Midland County Sheriff’s Office. Education initiatives:   ŰPartnered with the University of Texas Permian Basin  (UTPB) in collaboration with the UTeach Institute and local  school districts to develop a 4.5-year implementation  program addressing STEM teacher shortage while  enhancing the preparedness of STEM teachers by UTPB. The program allows students to earn both a STEM degree  and teaching certification without additional time or cost. ŰKicked off the Catalyst Initiative working to expand  Permian Basin high school and community training  programs.
Conoco Phillips_2185,"The program aims to identify high-demand occupations in the energy industry and align those  occupations with education and training opportunities in  the Permian Basin. ŰSupported the Texas A&M Engineering Academy Program  at Midland College to support student efforts to obtain  bachelor’s degrees in engineering. The Texas Workforce  Commission expects a 25% growth in engineering jobs   statewide over the next decade. Read more about how we are supporting community safety in  the Permian Basin on our website. Globally We support charities near our operations by funding programs  that support education, civic and social services, arts, health and  the environment."
Conoco Phillips_2190,"ENGAGING EMPLOYEES Our employees strive to improve the quality of life in the  communities where we live and work. ŰDespite a challenging year with employees continuing  to work from home due to the pandemic, ConocoPhillips  Canada staff volunteered 893 hours on a range of  activities in 2021, including making lunches for kids  through Brown Bagging for Calgary’s Kids, planting  trees and cleaning our river and pathways with the City  of Calgary and wrapping gifts for families in need with  Dreams Take Flight. ŰIn Eagle Ford, employees volunteered nearly 250 hours  to serve local nonprofits including the Floresville Lions  Club, Bulldog Education Foundation and Yoakum Rotary  Foundation. ŰWith our Bakken operations close to Little Missouri State  Park, each year our employees volunteer in the spring  to prepare the campground facilities and riding trails for  tourist season. ŰIn New Mexico, employees distributed food to community  members in need through the United Way and cleaned  up trash and public spaces with the City of Carlsbad and  Bureau of Land Management."
Conoco Phillips_2195,"ŰIn Australia, employees rolled up their sleeves to help  clean up the beaches with Reef Clean and Clean Up  Australia. Read more about some of our efforts around the globe on  our website. ConocoPhillips Sustainability Report 2021 125 Working with Communities Social Global Giving 2021 continued to be a difficult year for communities  responding to the challenges of a global pandemic. To help,  ConocoPhillips continued COVID-19 relief support by donating  personal protective equipment (PPE) to local charities in  Houston, Bartlesville, and Midland. We also contributed  $200,000 to Oxygen for Indonesia to procure life-saving  oxygen generating machines for local area hospitals."
Conoco Phillips_2200,"But the  pandemic wasn’t the only disaster our communities faced  during the year. When a severe winter storm hit Texas and  Oklahoma, knocking out power to more than 4 million people,  we contributed nearly $600,000 to local charities including  the American Red Cross and the United Way to help provide  temporary warming shelters and assistance to those in need. We also contributed $500,000 to four United Way organizations  in southeastern Louisiana to help residents impacted by the  devastating category 4 Hurricane Ida. In the U.S. we launched a new diversity, equity and inclusion  (DE&I) initiative to address the systemic barriers encountered  by students of color from low-income communities on  their path to well-paying jobs. Partnering with a number of  organizations with expertise in college preparation, vocational  training, internships/externships, mentoring and scholarships, our efforts focus on helping students bridge the gap from  high school graduation to obtaining a successful career."
Conoco Phillips_2205,"Our cash contributions supported two strategic cause areas –  species and habitat conservation (global) and math education  (Houston), local contributions, university relations and  employee giving programs. In addition to cash contributions, the company invested  $19.3 million in other social investments, including $1.7 million  of in-kind donations which largely consisted of gifting research  lab equipment to seven universities. Input and insight from business units are overlaid by uniform,  global processes and policies to provide:  ŰDue diligence scrutiny of potential partners. ŰConsistent project selection criteria and focus wherever  we operate. ŰAppropriate audits and document retention."
Conoco Phillips_2210,"ŰTracking and assessment of performance metrics and  impact. The global charitable investment budget is reviewed annually  by the Executive Leadership Team and approved by the Public  Policy and Sustainability Committee of the Board. A 2021 Math  Teacher of the  Month winner. ConocoPhillips Sustainability Report 2021 126 Social Global Giving(63%) $33.6 CASH CONTRIBUTIONS  LOCAL CONTRIBUTIONS /emdash.cap $11.6 DISASTER RELIEF /emdash.cap $1.1 UNIVERSITY RELATIONS /emdash.cap $1.2 EMPLOYEE GIVING PROGRAMS /emdash.cap $10.7 SIGNATURE PROGRAMS /emdash.cap $9.0$0.1 (0%) SOCIAL INFRASTRUCTURE $1.4 (3%) CONTRACTUAL CONTRIBUTIONS $1.7 (3%) IN/hyphen.capKIND DONATIONS  $7.3 (14%) SPONSORSHIPS 2021 SOCIAL INVESTMENTS  In Millions $8.8  (17%) MEMBERSHIPS /dollar.numerator52.9 Alignment with UN SDGs The United Nations General Assembly has adopted  17 Sustainable Development Goals  (SDGs) that set the global  agenda for equitable, socially inclusive and environmentally  sustainable economic development. Our core business of  delivering energy to the world contributes directly to: Goal 7:  Ensure access to affordable, reliable, sustainable and  modern energy for all."
Conoco Phillips_2215,"Goal 8: Promote sustained, inclusive and sustainable  economic growth, full and productive employment and  decent work for all. Goal 13: Take urgent action to combat climate change and its  impacts. Many of our business and community investment activities  support other goals related to education, poverty and good  health. Our 2021 global charitable investments supported  several SDGs. We are working with IPIECA , the global oil and gas industry  association for environmental and social issues, on the role  the oil and gas industry can most effectively play to support  the achievement of the globally endorsed framework of the  SDGs."
Conoco Phillips_2220,"We continue to monitor the goals as they move to  international and national implementation.GLOBAL CHARITABLE INVESTMENTS  SUPPORTING UN SDGS /parenleft.capIN MILLIONS/parenright.cap GOAL 1 NO POVERTY GOAL 3 GOOD HEALTH AND  WELL/hyphen.capBEING GOAL 4 QUALITY EDUCATION GOAL 8  DECENT WORK AND  ECONOMIC GROWTH  GOAL 11 SUSTAINABLE CITIES  AND COMMUNITIES GOAL 13 CLIMATE  ACTION GOAL 15 LIFE ON LAND OTHER COMBINED GOALS Excludes $6.9 million for unclassi/f_ied Matching Gifts  and Volunteer Grants.$4.7 $1.5 $6.8 $1.3 $4.6 $1.1 $4.2 $2.5 ConocoPhillips Sustainability Report 2021 127 Social Global GivingSignature Programs Signature programs help unify our global giving around  relevant themes and make our charitable investments  program significantly more impactful. 2021 provided opportunities to further our global signature  program and conservation efforts. We continued our  support of seven Migratory Bird Joint Ventures and the JV8  Central Grasslands Initiative. Representing over 63 federal,  state, provincial, nonprofit, and industry conservation  partners, the JV8 is working together to stem grassland  losses and negative impacts to migratory birds across the  breeding, migration and wintering habitats in the U.S.,  Canada, and Mexico. Read more about our conservation  efforts on our website."
Conoco Phillips_2225,"Our Houston Signature Program continued its focus on  student enrichment and math education. Partnering with  the Houston Texans, the TORO’s Math Drills educational video series reached more than 150,000 third- and fourth- grade students in 588 schools in 18 states. Since the program’s  inception in 2017 , nearly half a million students have been  positively impacted. Local Community Giving In communities across the globe, our taxes and investments  contribute to economic growth, and we also work to determine  ways to be good neighbors. This includes working with  community members and partners to meaningfully and  measurably contribute to each community’s unique needs  by identifying and addressing areas of local concern through  charitable investments and volunteerism in support of  education, health and safety, the environment, the arts, civic  and social services, and disaster relief."
Conoco Phillips_2230,"With our recent expansion into the Permian, we significantly  increased our 2021 investment in this region. This funding  supported a number of social services and education initiatives. We help advance the conservation and  understanding of migratory birds, including  on-going work with the Smithsonian  Migratory Bird Center. By placing tracking  devices on birds, researchers gain insight  into the phenomenon of bird migration,  ecology and conservation. ConocoPhillips Sustainability Report 2021 128 Social Global GivingInvestments included support for the West Texas Food Bank  (WTFB) campus expansion which will help address the needs  from the rapidly growing population."
Conoco Phillips_2235,"In 2021, WTFB distributed  1 1 million pounds of food to 50,000 individuals across 19 West  Texas counties. Funded education initiatives included support  of the Bynum School for children with disabilities, Midland  $23.6 ALASKA $143.5 LOWER 48/ CORPORATE$5.3 CANADA $3.7 NORWAY/ UNITED KINGDOM$5.3 AUSTRALIA/ EAST TIMOR $8.7 OTHER2017/hyphen.cap2021 CASH CONTRIBUTIONS In Millions /dollar.numerator190.1Independent School District Education Foundation and  Midland College student scholarships. Education remains an important focus for our charitable  giving. In Alaska, we supported the Alaska Native Science &  Engineering Program (ANSEP) efforts to place Alaska Natives  in science and engineering on a career path to leadership. We also donated $1.5 million in high-tech equipment to  seven universities including Prairie View A&M, Colorado  School of Mines and Texas Tech University following the  decommissioning of our Bartlesville Research Center."
Conoco Phillips_2240,"Employee Giving Programs Our employees make our communities stronger. We are  proud to support their generous involvement in local  charitable activities through employee giving programs that  include United Way campaigns, matching gift contributions  and volunteer grants. In 2021, $5.1 million in combined  employee, retiree and company matching gift contributions  was donated to more than 2,000 charities around the world. These donations supported a number of local needs ranging  from local education programs to disaster relief and social  services organizations. Employees volunteer at the  West Texas Food Bank."
Conoco Phillips_2245,"ConocoPhillips Sustainability Report 2021 129Social  Global GivingHuman Rightsmitigate that risk are developed through engagement with the  community or other stakeholders. Where appropriate, business  units communicate and engage communities and their  representatives on how to contact the company and how to  address any concerns or grievances. In addition, all interested  stakeholders may access the ConocoPhillips Ethics Helpline  to  report a potential violation of our Code of Business Ethics and  Conduct, which is publicly available on our website. Respecting Indigenous Peoples We recognize and respect the choice of Indigenous  communities to live as distinct peoples, with their own  cultures and relationships to the land. Wherever our  operations neighbor with Indigenous communities, we seek  to partner and engage with them to seek mutually beneficial  solutions and maximize the social and economic benefits  we can bring."
Conoco Phillips_2250,"Areas where we explore or operate near these  communities include the United States, Canada and Australia. Our engagement with Indigenous communities in those  locations is consistent with the principles of the International  Labour Organization Convention 169  concerning Indigenous  and Tribal Peoples, and the United Nations Declaration  on the Rights of Indigenous Peoples . Our relationships are  governed by national laws of the countries in which we are  working, our social performance guidance, our own positions  on sustainable development  and human rights , and our  core SPIRIT Values  of Safety, People, Integrity, Responsibility,  Innovation and Teamwork. When engaging with Indigenous stakeholders, we seek first to  understand their social values, cultures and traditions, as well  as their expectations and preferences for dialogue and dispute  resolution. Our consultations consider traditional land use  information and community interests, goals and perspectives  on environmental, social and economic topics."
Conoco Phillips_2255,"We engage with  Indigenous communities at the regional, local and individual  levels by meeting regularly with regional governments,  community associations, local leaders and community  residents. Our stakeholder engagement professionals  work closely with our asset and operations teams to guide  discussions and facilitate cooperation with Indigenous Peoples  to address potential operational impacts on the community. Wherever we engage with Indigenous communities, we pursue ConocoPhillips is committed to respecting human rights. We  recognize the dignity of all human beings and our core values  embrace these inalienable rights: for all people to live their  lives free from social, political or economic discrimination  or abuse. Our approach is consistent with the human rights  philosophies expressed in the following global frameworks:  ŰUniversal Declaration of Human Rights  (UDHR)  ŰUnited Nations Guiding Principles on Business and  Human Rights  ŰInternational Labour Organization Declaration on  Fundamental Principles and Rights at Work  ŰVoluntary Principles on Security and Human Rights This includes the core labor standards related to  nondiscrimination, freedom of association, right to collective  bargaining, and avoiding the use of forced or child labor."
Conoco Phillips_2260,"We  perform high-level human rights risk assessments on our  global operations to identify countries for deeper evaluation of  potential human rights issues. Key areas considered include:  ŰSecurity and human rights  ŰLand rights and relocation  ŰLand use  ŰIndigenous Peoples issues and rights  ŰCompany and supplier labor standards  ŰAccess to water  ŰCultural heritage  ŰVulnerable groups Our intent regarding human rights is also reflected in our  Code of Business Ethics and Conduct  and our health, safety  and environment policy  and supplier expectations  set the  standards of behavior and human rights commitments for  our people, as well as contractors, suppliers and others who  perform work for ConocoPhillips. Read our updated Human  Rights Position on our website. Business units assess and manage human rights risks. If  our operations identify potential human rights concerns,  engagement plans and specific actions to manage and  ConocoPhillips Sustainability Report 2021 130 Social Human RightsMembers of the ConocoPhillips Canada Stakeholder Engagement team discuss reclamation progress at our Surmont site  with Fort McMurray 468 First Nation Elders."
Conoco Phillips_2265,"opportunities to support economic development consistent  with Indigenous communities’ cultures and community  development plans. In some cases, the engagement and  consultation may be guided by a formal agreement with the  Indigenous community. We seek to honor and understand  the culture of Indigenous communities near our operations  so that we know how to properly demonstrate respect in our  relationships. Some of our larger business units provide cultural  awareness training. In many cases, our stakeholder engagement  leaders and business leaders will educate themselves through  mentors in the Indigenous community or through the help of  local experts."
Conoco Phillips_2270,"Read more about our work with local Indigenous  communities on our website. Human Rights Training and Awareness ConocoPhillips continues to offer a human rights training  course which incorporates IPIECA's guidance on human rights  training and includes a module on security and human rights. The training has been rolled out globally via a computer‐ based module to our stakeholder engagement practitioners  and other operations staff and management as appropriate  based on location. We continue to support the IPIECA social responsibility and  human rights working group, and incorporate IPIECA guidance  into our own training and practices.Voluntary Principles on Security and  Human Rights We drive collective action to address security and human  rights issues through engagement with government, NGO  and other business stakeholders in the Voluntary Principles on  Security and Human Rights (VPSHR). We have been a member  of the VPSHR initiative since its inception in 2000."
Conoco Phillips_2275,"Our social  performance guidance  directs our VPSHR implementation and  our annual report  to the VPSHR details our current practices as  well as provides updates for previous years. We continue to conduct regular VPSHR training of security  providers in priority countries for security and human rights  issues. Security personnel and community engagement  practitioners, including contractors, complete corporate  human rights training on the VPSHR on an annual basis. All  contract security organizations are required to provide VPSHR  training to their employees and comply with the principles. Training is also provided for the ConocoPhillips workforce as  part of the onboarding process when relevant to working in  field locations."
Conoco Phillips_2280,"ConocoPhillips Sustainability Report 2021 131Social Human RightsSupporting Safer Communities  in the Permian Basin Emergency response workers in Texas’ remote Permian  Basin – many of whom are volunteers – may have to travel  up to an hour to reach an incident. These first responders  are also often working with limited infrastructure and  resources. Increased activity from energy production and  economic development in the region has increased traffic  on area roads, adding to the challenge. One staggering  statistic – only 2% of Texas' population is in the Permian  Basin, but 1 1% of traffic fatalities in the state occur on roads  in the area. With the 2021 acquisitions of Concho Resources and Shell’s  Permian position, ConocoPhillips expanded our position in  the Permian Basin."
Conoco Phillips_2285,"We now hold approximately 1 million  net acres across the Delaware and Midland Basins, making  us one of the largest operators in the area. “When we talked to a variety of stakeholders in the  Permian Basin, one of the things we repeatedly heard was community safety is a primary concern. So, addressing  that concern has quickly become one of our top priorities,”  said Scott Kidwell, ConocoPhillips vice president, State  Government Affairs, Stakeholder Relations and Permian  Surface. One element of this commitment to improving  community safety was partnering with the Permian Basin  Regional Planning Commission  (PBRPC) to fund a 10-year  cell tower lease agreement project in Orla, Texas. “When you are dealing with life-and-death situations, the  ability to communicate is critical."
Conoco Phillips_2290,"This tower will connect  multiple response agencies and allow them to better  serve community members in their most vulnerable  moments,” added Chloe Desjardins, advisor, Permian  Stakeholder Relations. The company provided $123,000  for constructing the tower, which will support the  PBRPC’s 9-1-1 Emergency Department and bring radio First responders demonstrate  equipment used to pry open car doors  after accidents. Photo courtesy of  Permian Strategic Partnership. SPOTLIGHT ConocoPhillips Sustainability Report 2021 132 Spotlight Social operability to first responders in the rural Delaware Basin. People in the area can experience extremely unreliable  cellular connectivity, a challenge that is amplified during  emergencies."
Conoco Phillips_2295,"“We take our role in the community very seriously,” said  ConocoPhillips’ Permian President Jack Harper. “We are  grateful for the work local organizations do every day to  address the specific needs of west Texas, southeast New  Mexico and the surrounding areas.” LIFE-SAVING EQUIPMENT Accidents in rural areas pose multiple challenges and first  responders often do not have the best equipment to quickly  address emergency situations. We partnered with the  Permian Strategic Partnership  (PSP), Permian Road Safety  Coalition  (PRSC) and industry peers to provide a $1.1 million  donation to the “First Responder Life-Saving Equipment  Initiative.” This will provide life-saving equipment for first  responders in 22 counties across west Texas and southeast  New Mexico. Funds were used for emergency equipment  such as battery-powered “jaws of life” to free people trapped  in vehicles, fire extinguishers, mobile lighting tools and  rescue helicopter landing zone kits. First responders also  received gloves, face shields, gas detection meters and calibration tools."
Conoco Phillips_2300,"Each set of emergency response equipment  is valued at approximately $20,000. “This collaborative effort will ultimately save lives, and we are  proud to help provide critical tools to our first responders that  will enable their on-scene response in the most remote areas  of the Permian Basin,” said Vanessa Rawlins, a PRSC Board Chair  and ConocoPhillips Lower 48 HSE Manager. The partnership with PSP expands an initial PRSC investment  of more than $250,000 in donated equipment that began in  early 2020. The PSP is a coalition of energy companies working together  to improve the quality of life in the region through education,  road safety, healthcare, housing and workforce development. ConocoPhillips has been involved with the PSP since its  creation in 2018."
Conoco Phillips_2305,"Additionally, in 2021 we donated more than $100,000 to  support area Crime Stoppers efforts, local law enforcement  and professional and volunteer fire departments. “Giving to rural first responders is important to us – they  typically don’t receive a lot of funding but they’re responding  to a lot of road accidents, helping people in critical situations. And in those moments, being able to communicate or having  advanced equipment can literally mean the difference  between life and death,” said ConocoPhillips’ Josh Viets, vice  president, Delaware Basin. MENTAL HEALTH SERVICES Community safety can also be imperiled as a result of citizens  experiencing mental health-related episodes. Since access to  mental health care can be challenging in rural areas, the PSP  recently announced a healthcare initiative aimed at improving  access to resources."
Conoco Phillips_2310,"The over $3 million initiative with West  Texas Counseling & Guidance will expand mental health  services, with a focus on Lea and Eddy counties in southeast  New Mexico and Howard County in Texas. “This partnership is not only expanding access to mental health  care, especially in our rural counties, but it is also building a  pipeline of home-grown providers, who will be more likely  to stay in the Permian Basin and serve our communities,” said  Tracee Bentley, CEO of PSP .In 2021 we donated  more than $100,000  to support area Crime  Stoppers efforts,  local law enforcement  and professional  and volunteer fire  departments. ConocoPhillips Sustainability Report 2021 133 Social SpotlightFostering Inclusion in Australia SPOTLIGHT Creating communities that are fair, inclusive, culturally  sensitive, safe and supportive of all citizens requires  dedication and participation from both residents and  business leaders. For ConocoPhillips Australia, this  includes a commitment to ensuring opportunities are  created for Indigenous Aboriginal and Torres Strait  Islander Peoples, businesses and organizations. In 2021,  the team developed and obtained endorsement of  a Reflect Reconciliation Action Plan  (RAP), a strategic  document that includes a commitment as well as  practical actions that will drive the organization’s  contribution to reconciliation both internally and in  communities."
Conoco Phillips_2315,"The formal, published document is  endorsed by Reconciliation Australia  and is designed to  strengthen relationships between Aboriginal and Torres  Strait Islander Peoples and non-Indigenous Peoples. “As a global energy company, ConocoPhillips has a history  of engagement with First Nations communities, including  those in the United States, Canada and Australia. We strive  to recognize the dignity of all human beings and foster  an environment of inclusion that respects individual  contribution and differences,” said Khoa Dao, President,  ConocoPhillips Australia. The goal of the RAP framework is to guide the company  as we work to positively contribute to race relations  in Australia. ConocoPhillips Australia recognizes the  enduring and unique connection to land and waters that  Aboriginal and Torres Strait Islander Peoples have, and  we celebrate their ongoing contributions to Australia’s  political, economic and social landscapes."
Conoco Phillips_2320,"Through the  implementation of the RAP , we are seeking to develop  a deeper understanding of their cultures, histories and  contributions. Additionally, the framework will help  us measure and formalize our commitment and bring  credibility to our intentions and actions to support  diversity and inclusion. We also hope to remove systems  and processes that create participation barriers, promote  engagement and create opportunities. Reconciliation Australia defines the process through five  critical dimensions:   ŰRace relations  ŰEquality and equity  ŰInstitutional integrity  ŰUnity   ŰHistorical acceptance  These form a holistic and comprehensive RAP Framework,  consisting of a governance structure supported by three pillars:  ŰRelationships:  Working to improve and enhance the  relationships between the broader Australia community  and Aboriginal and Torres Strait Islander Peoples. For ConocoPhillips, this includes communicating our  commitment to reconciliation and engaging and  educating employees during Reconciliation Week  celebrations."
Conoco Phillips_2325,"ŰRespect:  Increasing the understanding of Aboriginal and  Torres Strait Islander cultures, rights and experiences. At ConocoPhillips, this means ensuring all employees  undertake cultural awareness training and implementing  and adhering to cultural protocols. ŰOpportunities:  Seeking to address the gaps between  Aboriginal and Torres Strait Islander Peoples and other  Australians. ConocoPhillips’ spheres of influence include  employment, supply chain and community. Since 2016, ConocoPhillips Australia has engaged a Traditional  Owner consultant to deliver a day-long Aboriginal and Torres  Strait Islander cultural awareness training to our workforce."
Conoco Phillips_2330,"Over 200 employees and contractors have attended. ConocoPhillips Australia also participates in National  Reconciliation Week  activities and NAIDOC Week celebrations. This includes company-wide communications and awareness  campaigns, and sponsorship and attendance at community- organized events. Local Elders have visited our workplace  to speak with employees and share information about their  culture and heritage. ConocoPhillips Sustainability Report 2021 134Spotlight Social “Over the last decade our business has worked to ensure  that Aboriginal and Torres Strait Islander Peoples and  businesses participate in our workforce and supply chain,”  said Fiona McLeod, General Manager Government and  External Affairs for ConocoPhillips Australia."
Conoco Phillips_2335,"“We have also  supported community investment initiatives that align with  local community objectives.” Since 201 1, ConocoPhillips Australia has financially supported  a range of Aboriginal and Torres Strait Islander-oriented  community investment initiatives. Program support is  weighted toward education and training programs, many of  which are tailored to specific local area requirements. For the  Indigenous Pathways Traineeship Program, ConocoPhillips  Australia collaborated to create job opportunities in the  natural gas industry for Gladstone locals identifying as  Aboriginal and Torres Strait Islander Peoples. The program  has run annually since early 2020 and provides two  Aboriginal and Torres Strait Islander trainees the opportunity  to develop practical skills, through learning hands-on  from experienced LNG professionals and in a classroom  environment. The training counts toward a Certificate II in  Engineering Production upon completion."
Conoco Phillips_2340,"In 2019, ConocoPhillips Australia joined the Yalari scholarship  program, which provides Aboriginal and Torres Strait  Islander children from rural communities across Australia the  opportunity to receive a full boarding school scholarship  for their entire secondary education. Efforts included a  six-year commitment to support the high school education  of a female Aboriginal and/or Torres Strait Islander student. Through a public/private partnership with the Queensland Department of Environment and Science, ConocoPhillips  Australia is also supporting the Queensland Indigenous  Land and Sea Ranger Program in Central Queensland. Through the program, Aboriginal and Torres Strait Islander  Land and Sea Rangers deliver negotiated work plans that  reflect Traditional Owner, local community, and Queensland  Government priorities. Activities include a wide range of  conservation services including cultural burns, feral animal  and pest plant control, soil conservation, cultural heritage  site protection and biodiversity monitoring."
Conoco Phillips_2345,"The company developed the Buraligim Weiber program in  partnership with the Central Queensland University to focus  on improving reading and math skills in young Aboriginal  and Torres Strait Islander children. It introduces STEM  concepts at a junior level through activities that surround  culture, community and the environment. ConocoPhillips  Australia has supported PREQIP , a program operated by  Education Queensland Industry Partnerships (EQIP) since  201 1. Open to year 10 Aboriginal and Torres Strait Islander  students, the program promotes student engagement  while developing employability skills and raising awareness  of potential pathways through further study or a senior  EQIP program. “Our business in Australia is relatively young; however, we  are taking meaningful steps in pursuing opportunities to  support economic development consistent with Aboriginal  and Torres Strait Islander communities’ cultural values and  community development plans."
Conoco Phillips_2350,"We are only at the start of  our journey, and it will require commitment and courage  from all of us to achieve a truly reconciled future,” Dao said. “TOGETHER WE BELIEVE. TOGETHER   WE BELONG.”   Artwork by Wakka Wakka artist, David Williams This artwork tells the story of ConocoPhillips’  reconciliation journey and its formal commitment  to mapping a path to supporting and  contributing to a reconciled Australia through its  Reconciliation Action Plan. Read the full artwork  story in the Reconciliation Action Plan . ConocoPhillips Sustainability Report 2021 135Social  SpotlightWe depend on our workforce to successfully execute our  company’s strategy and we recognize the importance of  creating a workplace in which our people feel valued."
Conoco Phillips_2355,"Our  human capital management (HCM) programs are built Valuing Our People Our strategy, our performance, our culture and our reputation are fueled by our world-class  workforce. The diverse people of ConocoPhillips have always been the heart of our company, and  we recognize that attracting and developing talent is a competitive imperative within our changing  industry. At year-end 2021, we had approximately 9,900 employees in 14 countries. Read more about our workforce metrics on our website. A COMPELLING CULTURE  ŰSPIRIT Values guide everything  we do."
Conoco Phillips_2360,"ŰActions grounded in DEI pillars:  leadership accountability,  employee awareness and processes  and programs. ŰLeveraging data analytics to  monitor key workforce and  engagement metrics through  dashboards shared with the  Executive Leadership Team (ELT),  leaders, Talent Management  Teams, and employees. ŰPrioritizing successful post-M&A  cultural integrations. ŰSupporting different ways of  working with new hybrid work  program. ŰGlobal COVID-19 response  prioritizes protecting our  workforce, mitigating the spread  of COVID-19 and safely running the  business.around three pillars that we believe are necessary for success:  a compelling culture, a world-class workforce and strong  external engagement."
Conoco Phillips_2365,Each of these pillars is described in  more detail below. A WORLD-CLASS WORKFORCE  ŰRecruitment/selection practices  focused on minimizing bias. ŰRobust succession planning focused  on diverse pipeline. ŰHands-on Talent Management Teams  guiding employee development. ŰReal-time recognition programs.
Conoco Phillips_2370,"ŰCompetitive, performance-based  compensation packages; global  equitable pay practices. ŰCompensation programs  linking individual and company  performance. ŰInclusive global benefits informed  by external market practices and  employee needs. ŰGlobal wellness programs  addressing physical/mental  well-being. ŰExpanded benefits to support  families.EXTERNAL ENGAGEMENT  ŰExpanded our external disclosures,  including publishing our EEO-1  reports for the last three years and  our inaugural HCM report."
Conoco Phillips_2375,"ŰMaintaining active partnerships  with trade associations and minority  nonprofit organizations. ŰRecognized by Human Rights  Campaign’s Corporate Equality Index,  with a score of 100 for multiple years. ŰIncreasing partnerships with  Historically Black Colleges and  Universities and Hispanic-serving  institutions. ŰAllocated significant amount of  university contributions budget to  programs advancing DEI. ŰFormed new partnership with  INROADS, a nonprofit committed to  leadership and career development  for underrepresented talent, and  awarded Corporate Partner of the  Year recognition."
Conoco Phillips_2380,"ConocoPhillips Sustainability Report 2021 136 Valuing Our PeopleA Compelling  Culture  How we do our work sets us apart and drives our performance. We’re experts in what we do and continuously find ways to do  our jobs better. Together, we deliver strong performance, but not  at all costs. We embrace core cultural attributes that are shared  by everyone, everywhere. Our SPIRIT Values – Safety, People,  Integrity, Responsibility, Innovation, and Teamwork – set us apart,  align our workforce and provide a foundation for our culture."
Conoco Phillips_2385,"With two significant acquisitions completed in 2021, we  prioritized cultural integration. We seized the opportunity  to learn from and value each other’s cultures. This involved  employee engagement, active listening and leveraging data  analytics to monitor key workforce/engagement metrics. Following the successful close of the Concho Resources  transaction, we launched a comprehensive onboarding  framework to introduce Concho employees to the  ConocoPhillips culture and HR programs and processes. Using  a phased, fit-for-purpose approach, we aimed to provide a  positive transition experience for employees."
Conoco Phillips_2390,"The onboarding  consisted of a dedicated resource site for employees, targeted  training on culture, leadership, talent systems and processes, and  comprehensive compensation and benefits education. Learnings  from the Concho integration were implemented in plans for  onboarding new Shell Permian asset employees.Advancing our Diversity, Equity and  Inclusion (DEI) Journey At ConocoPhillips, we value all forms of diversity, provide  equitable employee programs and promote a culture of  inclusion. Our DEI vision is for our workforce to have a strong  sense of belonging and feel supported in meeting their full  potential. Our commitment to DEI is foundational to our SPIRIT  Values. We hold our leaders accountable for having personal DEI  goals each year and encourage all global employees to play a  part in creating and sustaining an inclusive work environment."
Conoco Phillips_2395,"“The environment has  been very welcoming. My  colleagues are willing to  share ideas and information  freely, and that creates a  culture where your opinion  counts and is valued.” — NUNY RINCONES,   RESERVOIR ENGINEERING SUPERVISOREmployees on Alaska’s North Slope. ConocoPhillips Sustainability Report 2021 137 A Compelling Culture  Valuing Our People TOTAL  HEADCOUNT~9,900WOMEN U.S. POC* 26% 28% WOMEN  HIRESU.S. POC*  HIRES23% 35%UNIVERSITY  HIRES10% VOLUNTARY  ATTRITION5% As of Dec. 31, 2021 * People of Color (POC)The ELT has ultimate accountability for advancing our DEI  commitment through a governance structure that includes  an ELT-level DEI Champion, a global DEI Council consisting of  senior leaders from across the company and organization-wide  DEI goals. The company sets goals and measures progress  based on three pillars that guide our DEI activities: leadership  accountability, employee awareness, and processes and  programs."
